Approved symbol	Approved name	Chromosome	NCBI Gene ID
MIR639	microRNA 639	19p13.12	693224
MIR640	microRNA 640	19p13.11	693225
MIR641	microRNA 641	19q13.2	693226
MIR642A	microRNA 642a	19q13.32	693227
MIR642B	microRNA 642b	19q13.32	100500845
MIR643	microRNA 643	19q13.41	693228
MIR644A	microRNA 644a	20q11.22	693229
MIR645	microRNA 645	20q13.13	693230
MIR646	microRNA 646	20q13.33	693231
MIR646HG	MIR646 host gene	20q13.33	284757
MIR647	microRNA 647	20q13.33	693232
MIR648	microRNA 648	22q11.21	693233
MIR649	microRNA 649	22q11.21	693234
MIR650	microRNA 650	22q11.22	723778
MIR651	microRNA 651	Xp22.31	723779
MIR652	microRNA 652	Xq23	724022
MIR653	microRNA 653	7q21.3	724023
MIR654	microRNA 654	14q32.31	724024
MIR655	microRNA 655	14q32.31	724025
MIR656	microRNA 656	14q32.31	724026
MIR657	microRNA 657	17q25.3	724027
MIR658	microRNA 658	22q13.1	724028
MIR659	microRNA 659	22q13.1	724029
MIR660	microRNA 660	Xp11.23	724030
MIR661	microRNA 661	8q24.3	724031
MIR662	microRNA 662	16p13.3	724032
MIR663A	microRNA 663a	20p11.1	724033
MIR663AHG	MIR663A host gene	20p11.1	284801
MIR663B	microRNA 663b	2q21.2	100313824
MIR664A	microRNA 664a	1q41	100302234
MIR664B	microRNA 664b	Xq28	100847052
MIR665	microRNA 665	14q32.2	100126315
MIR668	microRNA 668	14q32.31	768214
MIR670	microRNA 670	11p11.2	100313777
MIR670HG	MIR670 host gene	11p11.2	100507261
MIR671	microRNA 671	7q36.1	768213
MIR675	microRNA 675	11p15.5	100033819
MIR676	microRNA 676	Xq13.1	100500887
MIR708	microRNA 708	11q14.1	100126333
MIR711	microRNA 711	3p21.31	100313843
MIR718	microRNA 718	Xq28	100313781
MIR744	microRNA 744	17p12	100126313
MIR758	microRNA 758	14q32.31	768212
MIR759	microRNA 759	13q14.3	100313778
MIR760	microRNA 760	1p22.1	100126348
MIR761	microRNA 761	1p32.3	100313892
MIR762	microRNA 762	16p11.2	100313837
MIR762HG	MIR762 host gene	16p11.2	101928736
MIR764	microRNA 764	Xq23	100313838
MIR765	microRNA 765	1q23.1	768220
MIR766	microRNA 766	Xq24	768218
MIR767	microRNA 767	Xq28	768215
MIR769	microRNA 769	19q13.32	768217
MIR770	microRNA 770	14q32.2	768222
MIR802	microRNA 802	21q22.12	768219
MIR873	microRNA 873	9p21.1	100126316
MIR874	microRNA 874	5q31.2	100126343
MIR875	microRNA 875	8q22.2	100126309
MIR876	microRNA 876	9p21.1	100126310
MIR877	microRNA 877	6p21.33	100126314
MIR885	microRNA 885	3p25.3	100126334
MIR887	microRNA 887	5p15.1	100126347
MIR888	microRNA 888	Xq27.3	100126306
MIR889	microRNA 889	14q32.31	100126345
MIR890	microRNA 890	Xq27.3	100126303
MIR891A	microRNA 891a	Xq27.3	100126341
MIR891B	microRNA 891b	Xq27.3	100126304
MIR892A	microRNA 892a	Xq27.3	100126342
MIR892B	microRNA 892b	Xq27.3	100126307
MIR892C	microRNA 892c	Xq27.3	102466721
MIR920	microRNA 920	12p12.1	100126320
MIR921	microRNA 921	1q24.1	100126349
MIR922	microRNA 922	3q29	100126321
MIR924	microRNA 924	18q12.3	100126323
MIR924HG	MIR924 host gene	18q12.2-q12.3	647946
MIR933	microRNA 933	2q31.1	100126350
MIR934	microRNA 934	Xq26.3	100126324
MIR935	microRNA 935	19q13.42	100126325
MIR936	microRNA 936	10q25.1	100126326
MIR937	microRNA 937	8q24.3	100126338
MIR938	microRNA 938	10p11.23	100126327
MIR939	microRNA 939	8q24.3	100126351
MIR940	microRNA 940	16p13.3	100126328
MIR941-1	microRNA 941-1	20q13.33	100126329
MIR941-2	microRNA 941-2	20q13.33	100126339
MIR941-3	microRNA 941-3	20q13.33	100126352
MIR941-4	microRNA 941-4	20q13.33	100126330
MIR941-5	microRNA 941-5	20q13.33	103504732
MIR942	microRNA 942	1p13.1	100126331
MIR943	microRNA 943	4p16.3	100126332
MIR944	microRNA 944	3q28	100126340
MIR1178	microRNA 1178	12q24.23	100302274
MIR1179	microRNA 1179	15q26.1	100302235
MIR1180	microRNA 1180	17p11.2	100302256
MIR1181	microRNA 1181	19p13.2	100302213
MIR1182	microRNA 1182	1q42.2	100302132
MIR1183	microRNA 1183	7p15.3	100302122
MIR1184-1	microRNA 1184-1	Xq28	100302111
MIR1184-2	microRNA 1184-2	Xq28	100422985
MIR1184-3	microRNA 1184-3	Xq28	100422977
MIR1185-1	microRNA 1185-1	14q32.31	100302157
MIR1185-2	microRNA 1185-2	14q32.31	100302209
MIR1193	microRNA 1193	14q32.31	100422837
MIR1197	microRNA 1197	14q32.31	100302250
MIR1199	microRNA 1199	19p13.12	102466515
MIR1200	microRNA 1200	7p14.2	100302113
MIR1202	microRNA 1202	6q25.3	100302259
MIR1203	microRNA 1203	17q21.32	100302211
MIR1204	microRNA 1204	8q24.21	100302185
MIR1205	microRNA 1205	8q24.21	100302161
MIR1206	microRNA 1206	8q24.21	100302170
MIR1207	microRNA 1207	8q24.21	100302175
MIR1208	microRNA 1208	8q24.21	100302281
MIR1224	microRNA 1224	3q27.1	100187716
MIR1225	microRNA 1225	16p13.3	100188847
MIR1226	microRNA 1226	3p21.31	100302232
MIR1227	microRNA 1227	19p13.3	100302283
MIR1228	microRNA 1228	12q13.3	100302201
MIR1229	microRNA 1229	5q35.3	100302156
MIR1231	microRNA 1231	1q32.1	100302158
MIR1233-1	microRNA 1233-1	15q14	100302160
MIR1233-2	microRNA 1233-2	15q14	100422845
MIR1234	microRNA 1234	8q24.3	100302196
MIR1236	microRNA 1236	6p21.33	100302242
MIR1237	microRNA 1237	11q13.1	100302280
MIR1238	microRNA 1238	19p13.2	100302226
MIR1243	microRNA 1243	4q25	100302188
MIR1244-1	microRNA 1244-1	2q37.1	100302285
MIR1244-2	microRNA 1244-2	5q23.1	100422885
MIR1244-3	microRNA 1244-3	12p13.31	100422872
MIR1244-4	microRNA 1244-4	12p13.2	103504734
MIR1245A	microRNA 1245a	2q32.2	100302219
MIR1245B	microRNA 1245b	2q32.2	100616324
MIR1246	microRNA 1246	2q31.1	100302142
MIR1247	microRNA 1247	14q32.31	100302145
MIR1248	microRNA 1248	3q27.3	100302143
MIR1249	microRNA 1249	22q13.31	100302149
MIR1250	microRNA 1250	17q25.3	100302229
MIR1251	microRNA 1251	12q23.1	100302289
MIR1252	microRNA 1252	12q21.2	100302136
MIR1253	microRNA 1253	17p13.3	100302208
MIR1255A	microRNA 1255a	4q24	100302193
MIR1255B1	microRNA 1255b-1	4p14	100313806
MIR1255B2	microRNA 1255b-2	1q24.2	100313835
MIR1256	microRNA 1256	1p36.12	100302155
MIR1257	microRNA 1257	20q13.33	100302168
MIR1258	microRNA 1258	2q31.3	100302172
MIR1260A	microRNA 1260a	14q24.3	100302236
MIR1260B	microRNA 1260b	11q21	100422991
MIR1261	microRNA 1261	11q14.3	100302228
MIR1262	microRNA 1262	1p31.3	100302279
MIR1263	microRNA 1263	3q26.1	100302148
MIR1264	microRNA 1264	Xq23	100302251
MIR1265	microRNA 1265	10p13	100302116
MIR1266	microRNA 1266	15q21.2	100302202
MIR1267	microRNA 1267	13q33.3	100302286
MIR1268A	microRNA 1268a	15q11.2	100302233
MIR1268B	microRNA 1268b	17q25.3	100616121
MIR1269A	microRNA 1269a	4q13.2	100302177
MIR1269B	microRNA 1269b	17p12	100616494
MIR1270	microRNA 1270	19p12	100302179
MIR1271	microRNA 1271	5q35.2	100302203
MIR1272	microRNA 1272	15q22.31	100302184
MIR1273C	microRNA 1273c	6q25.2	100422821
MIR1273H	microRNA 1273h	16p12.1	102466247
MIR1275	microRNA 1275	6p21.31	100302123
MIR1276	microRNA 1276	15q25.3	100302121
MIR1277	microRNA 1277	Xq24	100302214
MIR1278	microRNA 1278	1q31.2	100302163
MIR1279	microRNA 1279	12q15	100302182
MIR1281	microRNA 1281	22q13.2	100302237
MIR1282	microRNA 1282	15q15.3	100302254
MIR1283-1	microRNA 1283-1	19q13.42	100302265
MIR1283-2	microRNA 1283-2	19q13.42	100302205
MIR1284	microRNA 1284	3p13	100302112
MIR1285-1	microRNA 1285-1	7q21.2	100302218
MIR1285-2	microRNA 1285-2	2p13.3	100302268
MIR1286	microRNA 1286	22q11.21	100302118
MIR1287	microRNA 1287	10q24.2	100302133
MIR1288	microRNA 1288	17p11.2	100302124
MIR1289-1	microRNA 1289-1	20q11.22	100302125
MIR1289-2	microRNA 1289-2	5q31.1	100302134
MIR1290	microRNA 1290	1p36.13	100302276
MIR1291	microRNA 1291	12q13.11	100302221
MIR1292	microRNA 1292	20p13	100302138
MIR1293	microRNA 1293	12q13.12	100302220
MIR1294	microRNA 1294	5q33.2	100302181
MIR1295A	microRNA 1295a	1q24.3	100302178
MIR1295B	microRNA 1295b	1q24.3	100847009
MIR1296	microRNA 1296	10q21.3	100302150
MIR1297	microRNA 1297	13q14.3	100302187
MIR1298	microRNA 1298	Xq23	100302153
MIR1299	microRNA 1299	9p11.2	100302167
MIR1301	microRNA 1301	2p23.3	100302246
MIR1302-1	microRNA 1302-1	12q24.13	100302227
MIR1302-2	microRNA 1302-2	1p36.33	100302278
MIR1302-2HG	MIR1302-2 host gene	1p36.33	107985730
MIR1302-3	microRNA 1302-3	2q14.1	100302128
MIR1302-4	microRNA 1302-4	2q33.3	100302130
MIR1302-5	microRNA 1302-5	20q13.13	100302146
MIR1302-6	microRNA 1302-6	7p21.1	100302140
MIR1302-7	microRNA 1302-7	8q24.3	100302147
MIR1302-8	microRNA 1302-8	9q22.33	100302223
MIR1302-9	microRNA 1302-9	9p24.3	100422831
MIR1302-9HG	MIR1302-9 host gene	9p24.3	107987041
MIR1302-10	microRNA 1302-10	15q26.3	100422834
MIR1302-11	microRNA 1302-11	19p13.3	100422919
MIR1303	microRNA 1303	5q33.2	100302284
MIR1304	microRNA 1304	15q21.2	100302240
MIR1305	microRNA 1305	4q34.3	100302270
MIR1306	microRNA 1306	22q11.21	100302197
MIR1307	microRNA 1307	10q24.33	100302174
MIR1321	microRNA 1321	Xq21.2	100302171
MIR1322	microRNA 1322	8p23.1	100302166
MIR1323	microRNA 1323	19q13.42	100302255
MIR1324	microRNA 1324	3p12.3	100302212
MIR1343	microRNA 1343	11p13	100616437
MIR1468	microRNA 1468	Xq11.1	100302115
MIR1469	microRNA 1469	15q26.2	100302258
MIR1470	microRNA 1470	19p13.12	100302127
MIR1471	microRNA 1471	2q37.1	100302126
MIR1537	microRNA 1537	1q42.3	100302139
MIR1538	microRNA 1538	16q22.1	100302119
MIR1539	microRNA 1539	18q21.1	100302257
MIR1587	microRNA 1587	Xp11.4	100616251
MIR1825	microRNA 1825	20q11.21	100302183
MIR1827	microRNA 1827	12q23.1	100302217
MIR1843	microRNA 1843	1q25.1	113839518
MIR1908	microRNA 1908	11q12.2	100302263
MIR1909	microRNA 1909	19p13.3	100302210
MIR1910	microRNA 1910	16q24.1	100302261
MIR1911	microRNA 1911	Xq23	100302222
MIR1912	microRNA 1912	Xq23	100302144
MIR1913	microRNA 1913	6q27	100302141
MIR1914	microRNA 1914	20q13.33	100302137
MIR1915	microRNA 1915	10p12.31	100302129
MIR1915HG	MIR1915 host gene	10p12.31	399726
MIR1972-1	microRNA 1972-1	16p13.11	100302243
MIR1972-2	microRNA 1972-2	16q22.1	100422922
MIR1973	microRNA 1973	4q26	100302290
MIR1976	microRNA 1976	1p36.11	100302190
MIR2052	microRNA 2052	8q21.13	100302260
MIR2052HG	MIR2052 host gene	8q21.11-q21.13	441355
MIR2053	microRNA 2053	8q23.3	100302225
MIR2054	microRNA 2054	4q28.1	100302267
MIR2110	microRNA 2110	10q25.3	100302224
MIR2113	microRNA 2113	6q16.1	100302164
MIR2114	microRNA 2114	Xq28	100313839
MIR2115	microRNA 2115	3p21.31	100313840
MIR2116	microRNA 2116	15q22.2	100313886
MIR2117	microRNA 2117	17q21.31	100313779
MIR2117HG	MIR2117 host gene	17q21.31	106660605
MIR2276	microRNA 2276	13q12.12	100313842
MIR2277	microRNA 2277	5q15	100313887
MIR2278	microRNA 2278	9q22.32	100313780
MIR2355	microRNA 2355	2q33.3	100423036
MIR2392	microRNA 2392	14q32.2	100616495
MIR2467	microRNA 2467	2q37.3	100616360
MIR2681	microRNA 2681	13q33.1	100616110
MIR2682	microRNA 2682	1p21.3	100616452
MIR2861	microRNA 2861	9q34.11	100422910
MIR2909	microRNA 2909	17q12	100422969
MIR3059	microRNA 3059	12q21.32	113839519
MIR3064	microRNA 3064	17q23.3	100616387
MIR3065	microRNA 3065	17q25.3	100422915
MIR3074	microRNA 3074	9q22.32	100422842
MIR3085	microRNA 3085	10q24.2	113839520
MIR3115	microRNA 3115	1p36.12	100422866
MIR3116-1	microRNA 3116-1	1p31.3	100422902
MIR3116-2	microRNA 3116-2	1p31.3	100422946
MIR3117	microRNA 3117	1p31.3	100422871
MIR3118-1	microRNA 3118-1	21q11.2	100423008
MIR3118-2	microRNA 3118-2	15q11.2	100422949
MIR3118-3	microRNA 3118-3	15q11.2	100422844
MIR3118-4	microRNA 3118-4	15q11.2	100422935
MIR3119-1	microRNA 3119-1	1q24.2	100422839
MIR3119-2	microRNA 3119-2	1q24.2	100423010
MIR3120	microRNA 3120	1q24.3	100422882
MIR3121	microRNA 3121	1q25.3	100423032
MIR3122	microRNA 3122	1q32.3	100422947
MIR3123	microRNA 3123	1q43	100422856
MIR3124	microRNA 3124	1q44	100422879
MIR3125	microRNA 3125	2p24.3	100422986
MIR3126	microRNA 3126	2p13.3	100423030
MIR3127	microRNA 3127	2q11.2	100422928
MIR3128	microRNA 3128	2q31.2	100422824
MIR3129	microRNA 3129	2q32.2	100422908
MIR3130-1	microRNA 3130-1	2q33.3	100422993
MIR3130-2	microRNA 3130-2	2q33.3	100423002
MIR3131	microRNA 3131	2q35	100422957
MIR3132	microRNA 3132	2q35	100423039
MIR3133	microRNA 3133	2q37.3	100422942
MIR3134	microRNA 3134	3p25.1	100422990
MIR3135A	microRNA 3135a	3p24.3	100422901
MIR3135B	microRNA 3135b	6p21.32	100616218
MIR3136	microRNA 3136	3p14.1	100422859
MIR3137	microRNA 3137	3q29	100422926
MIR3138	microRNA 3138	4p16.1	100423011
MIR3139	microRNA 3139	4q31.21	100423017
MIR3140	microRNA 3140	4q31.3	100422896
MIR3141	microRNA 3141	5q33.2	100422950
MIR3142	microRNA 3142	5q33.3	100422938
MIR3142HG	MIR3142 host gene	5q33.3	
MIR3143	microRNA 3143	6p22.1	100422934
MIR3144	microRNA 3144	6q22.31	100422951
MIR3145	microRNA 3145	6q24.1	100423001
MIR3146	microRNA 3146	7p21.1	100422967
MIR3147	microRNA 3147	7p11.2	100422939
MIR3147HG	MIR3147 host gene	7p11.2	100653233
MIR3148	microRNA 3148	8p12	100422876
MIR3149	microRNA 3149	8q21.13	100422921
MIR3150A	microRNA 3150a	8q22.1	100422964
MIR3150B	microRNA 3150b	8q22.1	100500907
MIR3150BHG	MIR3150B host gene	8q22.1	105375650
MIR3151	microRNA 3151	8q22.3	100422992
MIR3152	microRNA 3152	9p22.1	100422869
MIR3153	microRNA 3153	9q22.2	100422936
MIR3154	microRNA 3154	9q34.11	100422893
MIR3155A	microRNA 3155a	10p15.1	100422989
MIR3155B	microRNA 3155b	10p15.1	100628560
MIR3156-1	microRNA 3156-1	10q11.21	100422988
MIR3156-2	microRNA 3156-2	18p11.21	100422907
MIR3156-3	microRNA 3156-3	21q11.2	100423018
MIR3157	microRNA 3157	10q24.1	100422892
MIR3158-1	microRNA 3158-1	10q24.32	100422900
MIR3158-2	microRNA 3158-2	10q24.32	100423033
MIR3159	microRNA 3159	11p15.1	100423016
MIR3160-1	microRNA 3160-1	11p11.2	100422827
MIR3160-2	microRNA 3160-2	11p11.2	100422825
MIR3161	microRNA 3161	11p11.2	100423000
MIR3162	microRNA 3162	11q12.1	100422880
MIR3163	microRNA 3163	11q13.2	100423029
MIR3164	microRNA 3164	11q13.3	100422846
MIR3165	microRNA 3165	11q13.4	100422953
MIR3166	microRNA 3166	11q14.2	100423040
MIR3167	microRNA 3167	11q24.2	100422918
MIR3168	microRNA 3168	13q14.11	100422878
MIR3169	microRNA 3169	13q21.2	100422973
MIR3170	microRNA 3170	13q32.2	100422881
MIR3171	microRNA 3171	14q12	100422830
MIR3171HG	MIR3171 host gene	14q12	728755
MIR3173	microRNA 3173	14q32.13	100422981
MIR3174	microRNA 3174	15q26.1	100422841
MIR3175	microRNA 3175	15q26.1	100422995
MIR3176	microRNA 3176	16p13.3	100423037
MIR3177	microRNA 3177	16p13.3	100423012
MIR3178	microRNA 3178	16p13.3	100422974
MIR3179-1	microRNA 3179-1	16p13.11	100422960
MIR3179-2	microRNA 3179-2	16p13.11	100422886
MIR3179-3	microRNA 3179-3	16p12.3	100423006
MIR3179-4	microRNA 3179-4	16p12.3	103504729
MIR3180-1	microRNA 3180-1	16p13.11	100422870
MIR3180-2	microRNA 3180-2	16p13.11	100422956
MIR3180-3	microRNA 3180-3	16p12.3	100422836
MIR3180-4	microRNA 3180-4	16p13.11	100500852
MIR3180-5	microRNA 3180-5	16p13.3	100500916
MIR3181	microRNA 3181	16q12.1	100422972
MIR3182	microRNA 3182	16q23.3	100422853
MIR3183	microRNA 3183	17p13.3	100422835
MIR3184	microRNA 3184	17q11.2	100423003
MIR3185	microRNA 3185	17q21.32	100422978
MIR3186	microRNA 3186	17q25.3	100422944
MIR3187	microRNA 3187	19p13.3	100422854
MIR3188	microRNA 3188	19p13.11	100422833
MIR3189	microRNA 3189	19p13.11	100422943
MIR3190	microRNA 3190	19q13.32	100422899
MIR3191	microRNA 3191	19q13.32	100422832
MIR3192	microRNA 3192	20p11.23	100422875
MIR3193	microRNA 3193	20q11.21	100422904
MIR3194	microRNA 3194	20q13.2	100422889
MIR3195	microRNA 3195	20q13.33	100422838
MIR3196	microRNA 3196	20q13.33	100423014
MIR3197	microRNA 3197	21q22.2	100423023
MIR3198-1	microRNA 3198-1	22q11.21	100423025
MIR3198-2	microRNA 3198-2	12q13.13	100616400
MIR3199-1	microRNA 3199-1	22q12.1	100423034
MIR3199-2	microRNA 3199-2	22q12.1	100422998
MIR3200	microRNA 3200	22q12.2	100422912
MIR3201	microRNA 3201	22q13.32	100422916
MIR3202-1	microRNA 3202-1	Xq28	100422987
MIR3202-2	microRNA 3202-2	Xq28	100422877
MIR3529	microRNA 3529	15q26.1	100616238
MIR3591	microRNA 3591	18q21.31	100616357
MIR3605	microRNA 3605	1p35.1	100500853
MIR3606	microRNA 3606	2q32.2	100500837
MIR3609	microRNA 3609	7q22.1	100500819
MIR3610	microRNA 3610	8q24.11	100500914
MIR3611	microRNA 3611	10p11.21	100500890
MIR3612	microRNA 3612	12q24.32	100500817
MIR3613	microRNA 3613	13q14.2	100500908
MIR3614	microRNA 3614	17q22	100500827
MIR3615	microRNA 3615	17q25.1	100500847
MIR3616	microRNA 3616	20q13.12	100500814
MIR3617	microRNA 3617	20q13.12	100500897
MIR3618	microRNA 3618	22q11.21	100500860
MIR3619	microRNA 3619	22q13.31	100500828
MIR3620	microRNA 3620	1q42.13	100500810
MIR3621	microRNA 3621	9q34.3	100500811
MIR3622A	microRNA 3622a	8p21.1	100500858
MIR3622B	microRNA 3622b	8p21.1	100500871
MIR3646	microRNA 3646	20q13.12	100500813
MIR3648-1	microRNA 3648-1	21p11.2	100500862
MIR3648-2	microRNA 3648-2	21p11.2	103504731
MIR3649	microRNA 3649	12p13.33	100500816
MIR3650	microRNA 3650	5p13.1	100500824
MIR3651	microRNA 3651	9q22.31	100500918
MIR3652	microRNA 3652	12q23.3	100500842
MIR3654	microRNA 3654	7q33	100500804
MIR3655	microRNA 3655	5q31.3	100500820
MIR3657	microRNA 3657	12q24.13	100500889
MIR3658	microRNA 3658	1q24.1	100500832
MIR3659	microRNA 3659	1p34.3	100500801
MIR3659HG	MIR3659 host gene	1p34.3	105378653
MIR3660	microRNA 3660	5q14.3	100500825
MIR3661	microRNA 3661	5q31.1	100500905
MIR3662	microRNA 3662	6q23.3	100500880
MIR3663	microRNA 3663	10q25.3	100500893
MIR3663HG	MIR3663 host gene	10q25.3	101927704
MIR3664	microRNA 3664	11q13.4	100500844
MIR3665	microRNA 3665	13q22.3	100500861
MIR3666	microRNA 3666	7q31.1	100500896
MIR3667	microRNA 3667	22q13.33	100500882
MIR3667HG	MIR3667 host gene	22q13.33	348645
MIR3668	microRNA 3668	6q24.1	100500879
MIR3670-1	microRNA 3670-1	16p13.11	100500910
MIR3670-2	microRNA 3670-2	16p13.11	100846994
MIR3670-3	microRNA 3670-3	16p12.3	103504726
MIR3670-4	microRNA 3670-4	16p12.3	103504740
MIR3671	microRNA 3671	1p31.3	100500854
MIR3672	microRNA 3672	Xq24	100500869
MIR3674	microRNA 3674	8p23.3	100500912
MIR3675	microRNA 3675	1p36.13	100500876
MIR3677	microRNA 3677	16p13.3	100500812
MIR3677HG	MIR3677 and MIR940 host gene	16p13.3	106660606
MIR3678	microRNA 3678	17q25.1	100500841
MIR3679	microRNA 3679	2q21.2	100500878
MIR3680-1	microRNA 3680-1	16p12.2	100500917
MIR3680-2	microRNA 3680-2	16p11.2	100847041
MIR3681	microRNA 3681	2p24.3	100500884
MIR3681HG	MIR3681 host gene	2p24.3	100506457
MIR3682	microRNA 3682	2p16.2	100500850
MIR3683	microRNA 3683	7p22.1	100500886
MIR3684	microRNA 3684	4q23	100500867
MIR3685	microRNA 3685	12q22	100500802
MIR3686	microRNA 3686	8q24.21	100500839
MIR3688-1	microRNA 3688-1	4q32.1	100500881
MIR3688-2	microRNA 3688-2	4q32.1	100616303
MIR3689A	microRNA 3689a	9q34.3	100500846
MIR3689B	microRNA 3689b	9q34.3	100500906
MIR3689C	microRNA 3689c	9q34.3	100616333
MIR3689D1	microRNA 3689d-1	9q34.3	100616131
MIR3689D2	microRNA 3689d-2	9q34.3	100616344
MIR3689E	microRNA 3689e	9q34.3	100616460
MIR3689F	microRNA 3689f	9q34.3	100616212
MIR3690	microRNA 3690	Xp22.32 and Yp11.3	100500894
MIR3691	microRNA 3691	6p25.1	100500900
MIR3692	microRNA 3692	6q25.3	100500899
MIR3713	microRNA 3713	15q24.3	100500855
MIR3714	microRNA 3714	3p24.3	100500913
MIR3907	microRNA 3907	7q36.1	100500835
MIR3908	microRNA 3908	12q24.31	100500909
MIR3909	microRNA 3909	22q12.3	100500826
MIR3910-1	microRNA 3910-1	9q22.31	100500821
MIR3910-2	microRNA 3910-2	9q22.31	100500902
MIR3911	microRNA 3911	9q34.11	100500872
MIR3912	microRNA 3912	5q35.1	100500831
MIR3913-1	microRNA 3913-1	12q15	100500903
MIR3913-2	microRNA 3913-2	12q15	100500868
MIR3914-1	microRNA 3914-1	7q11.22	100500836
MIR3914-2	microRNA 3914-2	7q11.22	100500920
MIR3915	microRNA 3915	Xp21.1	100500915
MIR3916	microRNA 3916	1q44	100500849
MIR3917	microRNA 3917	1p36.11	100500808
MIR3918	microRNA 3918	6q25.3	100500851
MIR3919	microRNA 3919	3q25.32	100500803
MIR3920	microRNA 3920	11q22.1	100500823
MIR3921	microRNA 3921	3q12.1	100500859
MIR3922	microRNA 3922	12q23.3	100500843
MIR3923	microRNA 3923	3p12.3	100500877
MIR3924	microRNA 3924	10q21.1	100500834
MIR3925	microRNA 3925	6p21.2	100500885
MIR3926-1	microRNA 3926-1	8p23.1	100500870
MIR3926-2	microRNA 3926-2	8p23.1	100500838
MIR3927	microRNA 3927	9q31.3	100500898
MIR3928	microRNA 3928	22q12.2	100500901
MIR3929	microRNA 3929	18q12.2	100500864
MIR3934	microRNA 3934	6p21.31	100500873
MIR3935	microRNA 3935	16q13	100500891
MIR3936	microRNA 3936	5q31.1	100500865
MIR3936HG	MIR3936 host gene	5q31.1	553103
MIR3937	microRNA 3937	Xp11.4	100500822
MIR3938	microRNA 3938	3p14.3	100500875
MIR3939	microRNA 3939	6q27	100500857
MIR3940	microRNA 3940	19p13.3	100500888
MIR3941	microRNA 3941	10q26.13	100500866
MIR3942	microRNA 3942	15q14	100500904
MIR3943	microRNA 3943	7p14.1	100500829
MIR3944	microRNA 3944	10q26.3	100500911
MIR3945	microRNA 3945	4q35.1	100500818
MIR3945HG	MIR3945 host gene	4q35.1	731424
MIR3960	microRNA 3960	9q34.11	100616250
MIR3972	microRNA 3972	1p36.13	100616188
MIR3973	microRNA 3973	11p13	100616311
MIR3974	microRNA 3974	12p12.3	100616279
MIR3975	microRNA 3975	18q12.2	100616257
MIR3976	microRNA 3976	18p11.31	100616244
MIR3976HG	MIR3976 host gene	18p11.31	645355
MIR3977	microRNA 3977	5q14.2	100616297
MIR3978	microRNA 3978	Xq23	100616491
MIR4251	microRNA 4251	1p36.32	100422968
MIR4252	microRNA 4252	1p36.31	100422975
MIR4253	microRNA 4253	1p36.12	100422914
MIR4254	microRNA 4254	1p35.2	100423028
MIR4255	microRNA 4255	1p34.3	100422898
MIR4256	microRNA 4256	1p13.2	100422976
MIR4257	microRNA 4257	1q21.2	100422997
MIR4258	microRNA 4258	1q21.3	100423020
MIR4259	microRNA 4259	1q23.2	100422852
MIR4260	microRNA 4260	1q32.2	100422894
MIR4261	microRNA 4261	2p25.1	100422929
MIR4262	microRNA 4262	2p25.1	100422996
MIR4263	microRNA 4263	2p23.2	100422965
MIR4264	microRNA 4264	2p12	100422888
MIR4265	microRNA 4265	2q13	100422863
MIR4266	microRNA 4266	2q13	100423027
MIR4267	microRNA 4267	2q13	100422994
MIR4268	microRNA 4268	2q35	100422959
MIR4269	microRNA 4269	2q37.3	100423043
MIR4270	microRNA 4270	3p25.1	100422868
MIR4271	microRNA 4271	3p21.31	100422952
MIR4272	microRNA 4272	3p14.1	100422941
MIR4273	microRNA 4273	3p12.3	100422955
MIR4274	microRNA 4274	4p16.1	100422826
MIR4275	microRNA 4275	4p15.1	100422937
MIR4276	microRNA 4276	4q34.1	100423042
MIR4277	microRNA 4277	5p15.33	100422966
MIR4278	microRNA 4278	5p15.31	100422999
MIR4279	microRNA 4279	5p13.3	100422874
MIR4280	microRNA 4280	5q14.3	100422887
MIR4280HG	MIR4280 host gene	5q14.3	
MIR4281	microRNA 4281	5q35.2	100422962
MIR4282	microRNA 4282	6q13	100423005
MIR4283-1	microRNA 4283-1	7p11.2	100422917
MIR4283-2	microRNA 4283-2	7q11.21	100422848
MIR4284	microRNA 4284	7q11.23	100422948
MIR4285	microRNA 4285	7q22.1	100422858
MIR4286	microRNA 4286	8p23.1	100422982
MIR4287	microRNA 4287	8p21.1	100422828
MIR4288	microRNA 4288	8p21.1	100422903
MIR4289	microRNA 4289	9q22.1	100423015
MIR4290	microRNA 4290	9q22.2	100422963
MIR4290HG	MIR4290 host gene	9q22.2	286370
MIR4291	microRNA 4291	9q22.31	100422927
MIR4292	microRNA 4292	9q34.3	100422860
MIR4293	microRNA 4293	10p13	100422843
MIR4294	microRNA 4294	10q11.23	100422895
MIR4295	microRNA 4295	10q25.2	100422909
MIR4296	microRNA 4296	10q26.13	100423041
MIR4297	microRNA 4297	10q26.3	100422873
MIR4298	microRNA 4298	11p15.5	100423021
MIR4299	microRNA 4299	11p15.4	100423026
MIR4300	microRNA 4300	11q14.1	100422823
MIR4300HG	MIR4300 host gene	11q14.1	101928989
MIR4301	microRNA 4301	11q23.2	100422855
